5.419999999999999929e+00,-2.011638641357421875e+02,-1.058010559082031250e+02,-1.108661666512489319e-02,4.434730391949415207e-03,4.934811219573020935e-02,1.575389480726956171e+00,-6.270121783018112183e-02,1.431626319885253906e+01,-5.379514661743605396e-03,5.291663110256195068e-02,3.456401824951171875e+00,9.999999403953552246e-01,-7.073531742207705975e-04,-0.000000000000000000e+00
5.440000000000000391e+00,-2.011651153564453125e+02,-1.055136871337890625e+02,-1.108642574399709702e-02,4.313981160521507263e-03,4.953936114907264709e-02,1.575286416392770228e+00,-6.175427138805389404e-02,1.438541030883789062e+01,-5.109742164953733415e-03,4.734732210636138916e-02,3.457355499267578125e+00,9.999999403953552246e-01,-7.060214993543922901e-04,-0.000000000000000000e+00
5.459999999999999964e+00,-2.011663055419921875e+02,-1.052249450683593750e+02,-1.108619663864374161e-02,4.199630580842494965e-03,4.969645291566848755e-02,1.575186681009946632e+00,-6.072685495018959045e-02,1.445456981658935547e+01,-4.960956764396970940e-03,5.137082189321517944e-02,3.457975387573242188e+00,9.999999403953552246e-01,-6.799953989684581757e-04,-0.000000000000000000e+00
5.480000000000000426e+00,-2.011675109863281250e+02,-1.049348220825195312e+02,-1.108608208596706390e-02,4.091393202543258667e-03,4.983988776803016663e-02,1.575089608788213136e+00,-5.973536893725395203e-02,1.452373409271240234e+01,-4.810828860173510177e-03,4.957430064678192139e-02,3.458213806152343750e+00,1.000000000000000000e+00,-6.402267608791589737e-04,-0.000000000000000000e+00
5.500000000000000000e+00,-2.011686859130859375e+02,-1.046433105468750000e+02,-1.108581479638814926e-02,3.982291556894779205e-03,4.998332262039184570e-02,1.574996531308114900e+00,-5.882101878523826599e-02,1.459290027618408203e+01,-4.619967074839446269e-03,4.571750760078430176e-02,3.458309173583984375e+00,9.349110722541809082e-01,-6.451615481637418270e-04,-0.000000000000000000e+00
5.520000000000000462e+00,-2.011698455810546875e+02,-1.043504180908203125e+02,-1.108570117503404617e-02,3.882308257743716240e-03,5.007894337177276611e-02,1.574905850672997820e+00,-5.783088877797126770e-02,1.466151428222656250e+01,-4.532150898340034720e-03,4.950650036334991455e-02,3.430700302124023438e+00,1.000000000000000000e+00,-6.256680353544652462e-04,-0.000000000000000000e+00
5.540000000000000036e+00,-2.011709747314453125e+02,-1.040561676025390625e+02,-1.108566299080848694e-02,3.790027229115366936e-03,5.014041438698768616e-02,1.574816634776480040e+00,-5.687085539102554321e-02,1.472935962677001953e+01,-4.433672714804598805e-03,4.800166934728622437e-02,3.392267227172851562e+00,1.000000000000000000e+00,-5.905161960981786251e-04,-0.000000000000000000e+00
5.560000000000000497e+00,-2.011721038818359375e+02,-1.037605514526367188e+02,-1.108562480658292770e-02,3.696990897879004478e-03,5.017456784844398499e-02,1.574730348357161747e+00,-5.598841235041618347e-02,1.479742717742919922e+01,-4.284212161299608135e-03,4.412215203046798706e-02,3.403377532958984375e+00,1.000000000000000000e+00,-5.978719564154744148e-04,-0.000000000000000000e+00
5.580000000000000071e+00,-2.011731719970703125e+02,-1.034635925292968750e+02,-1.108543388545513153e-02,3.612594213336706161e-03,5.020871758460998535e-02,1.574645260360333587e+00,-5.503557249903678894e-02,1.486567115783691406e+01,-4.226106355562743618e-03,4.764199256896972656e-02,3.412199020385742188e+00,1.000000000000000000e+00,-5.775371682830154896e-04,-0.000000000000000000e+00
5.600000000000000533e+00,-2.011742706298828125e+02,-1.031652603149414062e+02,-1.108535751700401306e-02,3.532622940838336945e-03,5.023603886365890503e-02,1.574562169734323058e+00,-5.412687361240386963e-02,1.493405246734619141e+01,-4.141689610568060134e-03,4.543494433164596558e-02,3.419065475463867188e+00,1.000000000000000000e+00,-5.433246842585504055e-04,-0.000000000000000000e+00
