5.419999999999999929e+00,-2.010953063964843750e+02,-1.051186828613281250e+02,-1.108451839536428452e-02,6.426809821277856827e-03,5.104200169444084167e-02,1.578540532928737861e+00,-1.149835661053657532e-01,1.530327987670898438e+01,-7.855487776406598274e-03,7.792338728904724121e-02,3.452730178833007812e+00,1.000000000000000000e+00,-1.090729492716491222e-03,-0.000000000000000000e+00
5.440000000000000391e+00,-2.010975799560546875e+02,-1.048115768432617188e+02,-1.108451839536428452e-02,6.333728786557912827e-03,5.104883015155792236e-02,1.578383672740532262e+00,-1.130684763193130493e-01,1.537231445312500000e+01,-7.840625569018546195e-03,9.575448930263519287e-02,3.451728820800781250e+00,1.000000000000000000e+00,-1.092685619369149208e-03,-0.000000000000000000e+00
5.459999999999999964e+00,-2.010997772216796875e+02,-1.045030899047851562e+02,-1.108440384268760681e-02,6.263352464884519577e-03,5.104883015155792236e-02,1.578226679394272081e+00,-1.111451312899589539e-01,1.544132423400878906e+01,-7.851262088770698602e-03,9.616725146770477295e-02,3.450489044189453125e+00,1.000000000000000000e+00,-1.060963142663240433e-03,-0.000000000000000000e+00
5.480000000000000426e+00,-2.011019744873046875e+02,-1.041932296752929688e+02,-1.108444202691316605e-02,6.198440678417682648e-03,5.106249079108238220e-02,1.578070751312448117e+00,-1.093127131462097168e-01,1.551031208038330078e+01,-7.780068822840966597e-03,9.162090718746185303e-02,3.449392318725585938e+00,9.999999403953552246e-01,-1.012824359349906445e-03,-0.000000000000000000e+00
5.500000000000000000e+00,-2.011041107177734375e+02,-1.038819885253906250e+02,-1.108440384268760681e-02,6.125628016889095306e-03,5.106249079108238220e-02,1.577917885865877556e+00,-1.075918301939964294e-01,1.557927608489990234e+01,-7.611967702151372500e-03,8.604414761066436768e-02,3.448200225830078125e+00,9.999999403953552246e-01,-9.554073330946266651e-04,-0.000000000000000000e+00
5.520000000000000462e+00,-2.011062316894531250e+02,-1.035693740844726562e+02,-1.108440384268760681e-02,6.038389634341001511e-03,5.106249079108238220e-02,1.577769414635105560e+00,-1.059854179620742798e-01,1.564821624755859375e+01,-7.358067541428642624e-03,8.032061159610748291e-02,3.447008132934570312e+00,9.999999403953552246e-01,-8.934320067055523396e-04,-0.000000000000000000e+00
5.540000000000000036e+00,-2.011083221435546875e+02,-1.032553787231445312e+02,-1.108440384268760681e-02,5.935167893767356873e-03,5.106249079108238220e-02,1.577627468149004342e+00,-1.044901981949806213e-01,1.571713066101074219e+01,-7.038155835631524845e-03,7.476098835468292236e-02,3.445720672607421875e+00,1.000000000000000000e+00,-9.546527289785444736e-04,-0.000000000000000000e+00
5.560000000000000497e+00,-2.011103668212890625e+02,-1.029399948120117188e+02,-1.108440384268760681e-02,5.850226152688264847e-03,5.104883015155792236e-02,1.577486720085393701e+00,-1.027100533246994019e-01,1.578602504730224609e+01,-7.034247438672373148e-03,8.900724351406097412e-02,3.444719314575195312e+00,1.000000000000000000e+00,-9.524817578494548798e-04,-0.000000000000000000e+00
5.580000000000000071e+00,-2.011123962402343750e+02,-1.026232528686523438e+02,-1.108448021113872528e-02,5.784776993095874786e-03,5.104883015155792236e-02,1.577345838863728478e+00,-1.009329035878181458e-01,1.585489559173583984e+01,-7.037448433466972353e-03,8.885748684406280518e-02,3.443527221679687500e+00,1.000000000000000000e+00,-9.223624365404248238e-04,-0.000000000000000000e+00
5.600000000000000533e+00,-2.011143646240234375e+02,-1.023051147460937500e+02,-1.108444202691316605e-02,5.722085013985633850e-03,5.104200169444084167e-02,1.577206289222608415e+00,-9.923837333917617798e-02,1.592374324798583984e+01,-6.963871846421078142e-03,8.472651243209838867e-02,3.442382812500000000e+00,9.999999403953552246e-01,-8.778033661656081676e-04,-0.000000000000000000e+00
